1067,"Like a Bosse: Booth Isn&#39;t Overruled Yet [Booth (1987) to Bosse (2016)]"
1059,"Issue Preclusion and Double Jeopardy in Criminal Proceeding: Dunn (1932) to Bravo-Fernandez (2016)"
1065,"False Claim Act &amp; Seal Violation: Montalvo-Murillo (1990) to State Farm Fire &amp; Casualty Co. v. United States ex rel. Rigsby (2016)"
1075,"Criminal Securities Fraud: Dirks (1983) to Salman v. United States (2016)"
